Name,lon,lat,District,District_c,Gr_ml_cm,Ho_size_r,Ho_size_u,Mg_fl_cl,Pop_2001,Pop_2011,Pop_2013,Pop_g_r,Pop_g_u,Population,Source,State,State_code,Township,Township_c,Village,Village_co,Village_fa,Village_hh,Village_po,Villagetra,Vt_code,Vt_hh,Vt_pop
Tawngka,97.260414,22.5929518,Kyaukme,1503,20,6.98,5.59,1.14,110,121,,0.0066,0.0114,121,DRD,Shan (North),15,Hsipaw,150306,Tawngka,15030602003,22,0,110,marnhae,15030602,409,1771
Naung Woak,97.5599847,20.7101785,Loilem,1602,19,6.05,5.46,1,369,407,,0.0066,0.0114,407,DRD,Shan (South),16,NamSan,160202,Naung Woak,16020214004,60,60,369,Ho Yang,16020214,344,2138
Panghka,97.2883961,23.6657537,kyaukme,1503,20,6.98,5.59,1.14,203,224,,0.0066,0.0114,224,DRD,Shan (North),15,Mabaine,150311,Panghka,15031118002,,45,203,hkarjit,,205,862
Pang Hkar,97.10033,23.34803,Kyaukme,MMR015D003,,,,,,663,675,,,663,MIMU+GAD,Shan (North),MMR015,Manton,MMR015019,Pang Hkar,211031,,106,675,Pang Kone,MMR015019022,,
Pan Ne Pay,97.2310091,20.2209468,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Pan Ne Pay,16010408012,0,0,0,Pin Son,,0,0
Man Hsa,98.4275775,23.268894,Kum Lone,1504,20,6.98,5.59,1.14,303,334,,0.0066,0.0114,334,DRD,Shan (North),15,Kum Lone,150416,Man Hsa,15041618003,,37,303,Namkyinsan,,213,1598
Namswan,97.9440616,24.0061618,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Namswan,15021211002,,0,0,,,0,0
Shawminti,98.5995909,23.4559082,Kum Lone,1504,20,6.98,5.59,1.14,802,885,,0.0066,0.0114,885,DRD,Shan (North),15,Kum Lone,150416,Shawminti,15041614004,,54,802,Tarshwehtan,,565,6602
Nam Lin,97.877258,21.6023159,Taunggyi,1601,19,6.05,5.46,1,87,96,,0.0066,0.0114,96,DRD,Shan (South),16,KyiThe,160211,Nam Lin,16021125001,6,6,87,Mine Ye,16021125,398,3537
Na Gyi,98.0612769,22.4395733,Lashio,1501,20,6.98,5.59,1.14,85,94,,0.0066,0.0114,94,DRD,Shan (North),15,Mongyai,150104,Na Gyi,15010415011,,21,85,Na Hko,15010415,275,1285
Lae Kaing,96.4418347,21.0917046,Taunggyi,1601,19,6.05,5.46,1,828,914,,0.0066,0.0114,914,DRD,Shan (South),16,YwaNgan,160109,Lae Kaing,16010911001,144,144,828,Lae Kaing,16010911,263,1523
Mu Lu,99.0159,21.88942,Kengtung,MMR016D001,,,,,,94,96,,,94,GAD+MIMU,Shan (East),MMR016,Matman,MMR016004,Mu Lu,213199,,35,96,Man Wein,MMR016004006,,
Lunkyawchan,96.285106,21.441865,Kyaukse,103,19,5.71,5.27,1,790,941,,0.0117,0.012,941,DRD,Mandalay,1,Myitthar,10303,Lunkyawchan,1030304302,0,0,790, ,10303043,0,0
Khaingtan,99.6680199,21.3259892,kyaington,1701,20,5.44,5.2,1.14,108,119,,0.0066,0.0114,119,DRD,Shan (East),17,kyaington,170101,Khaingtan,17010108024,19,190,108,Ketpha,17010108,1401,6521
Tinhtet(arkha),99.6087321,21.2662712,kyaington,1701,20,5.44,5.2,1.14,64,71,,0.0066,0.0114,71,DRD,Shan (East),17,kyaington,170101,Tinhtet(arkha),17010120008,14,14,64,Mong sem,17010120,1636,7947
kong long,97.6037427,20.3017462,Loilem,1602,19,6.05,5.46,1,76,84,,0.0066,0.0114,84,DRD,Shan (South),16,Maukmal,160204,kong long,16020406005,11,11,76,ho nam,16020406,586,3203
kong long,97.6080774,19.9375495,Loilem,1602,19,6.05,5.46,1,203,224,,0.0066,0.0114,224,DRD,Shan (South),16,Maukmal,160204,kong long,16020408002,36,36,203,ka du gyi,16020408,812,4759
Kyaungkha,98.7340021,20.9002529,Mongsek,1702,20,5.44,5.2,1.14,700,772,,0.0066,0.0114,772,DRD,Shan (East),17,Mongpyin,170207,Kyaungkha,17020721001,100,100,700,Kyaungkha,17020721,100,700
Konehut,96.9763248,22.5951504,Kyaukme,1503,20,6.98,5.59,1.14,299,330,,0.0066,0.0114,330,DRD,Shan (North),15,Kyaukme,150306,Konehut,15030555005,,23,299,Chone,,289,3075
Naungkhawl,99.7530617,21.174365,kyaington,1701,20,5.44,5.2,1.14,74,82,,0.0066,0.0114,82,DRD,Shan (East),17,kyaington,170101,Naungkhawl,17010121019,13,13,74,Loi mwe,17010121,830,4961
Pyinyaungyahta,96.402753,20.818249,Makehtila,104,19,5.71,5.27,1,312,371,,0.0117,0.012,371,DRD,Mandalay,1,Thazi,10402,Pyinyaungyahta,1040207202,30,67,312,Pyinyaung,10402072,596,2109
Na kone(tayoke),98.1570236,23.3433577,Lashio,1501,20,6.98,5.59,1.14,280,309,,0.0066,0.0114,309,DRD,Shan (North),15,Theinni,150102,Na kone(tayoke),15010207002,55,45,280,Kawnghaw,15010207,274,1772
Myinywagyi,96.257563,21.33578,Kyaukse,103,19,5.71,5.27,1,1090,1298,,0.0117,0.012,1298,DRD,Mandalay,1,Myitthar,10303,Myinywagyi,1030305201,0,0,1090, ,10303052,0,0
Wam Lut,97.8936478,21.8205,Taunggyi,1601,19,6.05,5.46,1,187,206,,0.0066,0.0114,206,DRD,Shan (South),16,KyiThe,160211,Wam Lut,16021120004,23,23,187,Naung Swam,16021120,332,2782
Khae Taung,96.6859315,21.0974033,Taunggyi,1601,19,6.05,5.46,1,164,181,,0.0066,0.0114,181,DRD,Shan (South),16,PinTaYa,160106,Khae Taung,16010602003,0,27,164,Nyaungwun,16010602,169,863
Nammawom,97.6863198,22.8693853,Lashio,1501,20,6.98,5.59,1.14,124,137,,0.0066,0.0114,137,DRD,Shan (North),15,Lashio,150101,Nammawom,15010142006,30,0,124,Nawng-hpau,,322,1834
manlung,96.9509578,23.2011352,Kyaukme,1503,20,6.98,5.59,1.14,81,89,,0.0066,0.0114,89,DRD,Shan (North),15,Momeik,150310,manlung,15031030002,,20,81,Yabon,15031030,109,539
Tarswehtan,98.5397529,23.4737769,Kum Lone,1504,20,6.98,5.59,1.14,650,717,,0.0066,0.0114,717,DRD,Shan (North),15,Kum Lone,150416,Tarswehtan,15041614003,,54,650,Tarshwehtan,,565,6602
Phatchin,97.596807,22.7357712,Lashio,1501,20,6.98,5.59,1.14,12,13,,0.0066,0.0114,13,DRD,Shan (North),15,Lashio,150101,Phatchin,15010137001,4,0,12,Naung-mawn,,1624,4166
Nam Tain,98.0848018,20.4426813,Taunggyi,1602,19,6.05,5.46,1,101,111,,0.0066,0.0114,111,DRD,Shan (South),16,Lin Kae,160205,Nam Tain,16020502004,30,28,101,Wam Sit,16020502,158,713
Hongnang,97.913449,22.232806,Kyaukme,1503,20,6.98,5.59,1.14,425,469,,0.0066,0.0114,469,DRD,Shan (North),15,Hsipaw,150306,Hongnang,15030609003,84,0,425,konetha,15030609,290,1593
Mway Taw,96.8939294,21.2320909,Taunggyi,1601,19,6.05,5.46,1,488,539,,0.0066,0.0114,539,DRD,Shan (South),16,Yarksaung,160107,Mway Taw,16010702012,112,110,488,Hway,16010702,596,3098
Man Pyen,97.7875239,22.7960386,Lashio,1501,20,6.98,5.59,1.14,740,817,,0.0066,0.0114,817,DRD,Shan (North),15,Lashio,150101,Man Pyen,15010127001,98,0,740,Man Pyen,,669,3563
Ho pong,97.7381014,23.6720764,Mu Se,1502,20,6.98,5.59,1.14,28,31,,0.0066,0.0114,31,DRD,Shan (North),15,Kaut Khine,150215,Ho pong,15021533001,7,7,28,Homawhopone,15021533,216,1336
Nam hpuk-tak,97.6216758,22.7945541,Lashio,1501,20,6.98,5.59,1.14,92,102,,0.0066,0.0114,102,DRD,Shan (North),15,Lashio,150101,Nam hpuk-tak,15010136007,15,0,92,Naung-mawn,,1624,4166
Man pok,98.2252819,23.3595484,Lashio,1501,20,6.98,5.59,1.14,298,329,,0.0066,0.0114,329,DRD,Shan (North),15,Theinni,150102,Man pok,15010210005,57,45,298,Namsa-lap,15010210,849,6057
kunhai,97.1594923,22.8712533,Kyaukme,1503,20,6.98,5.59,1.14,1565,1727,,0.0066,0.0114,1727,DRD,Shan (North),15,Nam san,150309,kunhai,15030923005,,230,1565,Kwehal,,683,4827
Boung Kyaung Nar,96.8119783,20.2926814,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Boung Kyaung Nar,16011208002,40,40,,Naung Pe,16011208,821,4853
Pankaw,99.4232231,21.2018168,kyaington,1701,20,5.44,5.2,1.14,150,166,,0.0066,0.0114,166,DRD,Shan (East),17,kyaington,170101,Pankaw,17010117008,15,15,150,Pankyu,17010117,715,3480
Soung Dwee,96.84152,20.2178,Taunggyi,1601,19,6.05,5.46,1,151,167,,0.0066,0.0114,167,DRD,Shan (South),16,Pin Laung,160108,Soung Dwee,16010805009,22,22,151,Hte Paung,16010805,623,1247
Swethe`,96.5134008,23.1148114,Kyaukme,1503,20,6.98,5.59,1.14,179,198,,0.0066,0.0114,198,DRD,Shan (North),15,Momeik,150310,Swethe`,15031005006,,26,179,Pathin,15031005,546,2515
Kawnghsong,98.3534582,23.1106159,Lashio,1501,20,6.98,5.59,1.14,200,221,,0.0066,0.0114,221,DRD,Shan (North),15,Lashio,150101,Kawnghsong,15010160002,75,0,200,Namlinkham,,318,1375
Tataroo,96.8664668,20.3914758,Taunggyi,1601,19,6.05,5.46,1,255,281,,0.0066,0.0114,281,DRD,Shan (South),16,Nyaungshwe,160105,Tataroo,16010527018,45,39,255,Taungto,16010527,1026,4565
Man-peng,97.915814,23.0107878,Lashio,1501,20,6.98,5.59,1.14,50,55,,0.0066,0.0114,55,DRD,Shan (North),15,Lashio,150101,Man-peng,15010111001,10,0,50,Man-peng,,77,747
Wetthechaung,96.9639766,20.4559237,Taunggyi,1601,19,6.05,5.46,1,404,446,,0.0066,0.0114,446,DRD,Shan (South),16,Nyaungshwe,160105,Wetthechaung,16010517007,50,32,404,Naungtaw,16010517,803,6335
Po lone(lahu),99.0830835,21.3104446,Mongsek,1702,20,5.44,5.2,1.14,32,35,,0.0066,0.0114,35,DRD,Shan (East),17,Tontar,170205,Po lone(lahu),17020502012,7,7,32,Pharowar,17020502,423,2159
Pakhakaung,99.9573393,20.9016632,Mongpyek,1703,20,5.44,5.2,1.14,48,53,,0.0066,0.0114,53,DRD,Shan (East),17,Mongpyek,170310,Pakhakaung,17031013004,22,10,48,Nantlan,17031013,290,1445
Kham Kyaing,98.0791395,21.9320797,Taunggyi,1601,19,6.05,5.46,1,228,252,,0.0066,0.0114,252,DRD,Shan (South),16,KyiThe,160211,Kham Kyaing,16021108003,19,19,228,Wam Wa,16021108,155,1658
hwekyan,99.6197481,21.2345269,kyaington,1701,20,5.44,5.2,1.14,124,137,,0.0066,0.0114,137,DRD,Shan (East),17,kyaington,170101,hwekyan,17010118006,23,23,124,Mongkhon,17010118,838,3800
Si maw,96.7253696,24.1353984,Bamaw,902,21,7.96,6.01,1.28,1054,1209,,0.0091,0.0144,1209,DRD,Kachin,9,Shwegu,90208,Si maw,9020812001,121,121,1054,Si maw,9020812,183,1062
AukPanwo,98.0057164,23.4352516,Mu Se,1502,20,6.98,5.59,1.14,443,489,,0.0066,0.0114,489,DRD,Shan (North),15,Kaut Khine,150215,AukPanwo,15021512003,58,58,443,Mawhan,15021512,763,5788
Thein Daung Dain,96.79701,20.03152,Taunggyi,1601,19,6.05,5.46,1,186,205,,0.0066,0.0114,205,DRD,Shan (South),16,Pin Laung,160108,Thein Daung Dain,16010804015,45,45,186,Taung Hte Vwar,16010804,1022,4637
Naung Kaw,97.8730107,21.8992568,Taunggyi,1601,19,6.05,5.46,1,360,397,,0.0066,0.0114,397,DRD,Shan (South),16,KyiThe,160211,Naung Kaw,16021101004,21,21,360,Pan Sai,16021101,174,3028
Sai Lae,97.1675287,20.5112462,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Sai Lae,16010401006,0,0,0,Pon Inn,,0,0
Yay Phyu,96.9290086,21.198994,Taunggyi,1601,19,6.05,5.46,1,309,341,,0.0066,0.0114,341,DRD,Shan (South),16,Yarksaung,160107,Yay Phyu,16010702014,59,53,309,Hway,16010702,596,3098
Nar Hai,98.15115,22.56521,Lashio,MMR015D001,,,,,,148,151,,,148,GAD+MIMU,Shan (North),MMR015,Tangyan,MMR015004,Nar Hai,206661,,35,151,Man Kat,MMR015004005,,
Myaing,96.5122079,21.0529727,Taunggyi,1601,19,6.05,5.46,1,1334,1472,,0.0066,0.0114,1472,DRD,Shan (South),16,YwaNgan,160109,Myaing,16010913001,251,251,1334,Myaing,16010913,679,3842
Na-wa,98.1281988,23.0055785,Lashio,1501,20,6.98,5.59,1.14,150,166,,0.0066,0.0114,166,DRD,Shan (North),15,Lashio,150101,Na-wa,15010167005,30,0,150,Naung kaw,,295,896
Konbaw,96.54901312,22.05663385,NULL,NULL,19,5.71,5.27,1,238,283,,0.0117,0.012,283,DRD,Mandalay,1,Pyinoolwin,NULL,Konbaw,1010103303,NULL,43,238,NULL,NULL,NULL,NULL
Tongkannay,97.9897142,23.9820797,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Tongkannay,15021212001,,0,0,,,0,0
Don La Tan,97.3562604,20.0723793,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Don La Tan,16010413012,0,0,0,Taung Shae,,0,0
Nam Khway,97.1778931,20.6578742,Taunggyi,1601,19,6.05,5.46,1,75,83,,0.0066,0.0114,83,DRD,Shan (South),16,Hopong,160110,Nam Khway,16011011002,25,18,75,Kone Kyaing,16011011,869,3543
Nar Yan,97.4013405,20.916324,Taunggyi,1602,19,6.05,5.46,1,165,182,,0.0066,0.0114,182,DRD,Shan (South),16,Loi Lem,160201,Nar Yan,16020102002,23,23,165,Nar Yan,16020102,564,3707
Pin Sein Pin,96.7287423,20.4870638,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Pin Sein Pin,16011211021,28,28,,Lwe Maw,16011211,1370,7386
Wanshan,100.379397,21.1694865,Mongpyek,1703,20,5.44,5.2,1.14,141,156,,0.0066,0.0114,156,DRD,Shan (East),17,Mongyaung,170311,Wanshan,17031106012,27,23,141,Wanman,17031106,495,2703
Monghsat,99.247222,20.505556,,,20,5.44,5.2,1.14,4449,4910,,0.0066,0.0114,4910,DRD,Shan (East),17,,,,,,,,,,,
Hkarlom,97.9296128,23.8020485,Mu Se,1502,20,6.98,5.59,1.14,78,86,,0.0066,0.0114,86,DRD,Shan (North),15,Kaut Khine,150215,Hkarlom,15021523002,11,11,78,Auyarbaummanpyain,15021523,112,757
Soungwon,96.7371405,20.5168037,Taunggyi,1601,19,6.05,5.46,1,135,149,,0.0066,0.0114,149,DRD,Shan (South),16,Kalaw,160102,Soungwon,16010218012,27,27,135,,,668,3002
Way Pin,96.7257977,20.981827,Taunggyi,1601,19,6.05,5.46,1,50,55,,0.0066,0.0114,55,DRD,Shan (South),16,PinTaYa,160106,Way Pin,16010618007,0,14,50,Htaethun,16010618,243,1286
Kawng Hom,97.8834918,22.5631926,Lashio,1501,20,6.98,5.59,1.14,128,141,,0.0066,0.0114,141,DRD,Shan (North),15,Mongyai,150104,Kawng Hom,15010405009,,29,128,Loi Ngun,15010405,463,1989
Hmyaung_U,96.152764,20.944907,Makehtila,104,19,5.71,5.27,1,1300,1548,,0.0117,0.012,1548,DRD,Mandalay,1,Thazi,10402,Hmyaung_U,1040206102,265,260,1300,Zawin,10402061,327,1560
Tonwan,99.2781495,21.3981348,Mongsek,1702,20,5.44,5.2,1.14,96,106,,0.0066,0.0114,106,DRD,Shan (East),17,Tontar,170205,Tonwan,17020501003,19,19,96,Pannaunglone,17020501,166,758
Manponkachin,97.9004973,23.7712069,Mu Se,1502,20,6.98,5.59,1.14,1014,1119,,0.0066,0.0114,1119,DRD,Shan (North),15,Kaut Khine,150215,Manponkachin,15021511003,121,121,1014,Hophatmanpyain,15021511,512,3693
Nam Hkike,97.9802393,21.8460795,Taunggyi,1601,19,6.05,5.46,1,169,186,,0.0066,0.0114,186,DRD,Shan (South),16,KyiThe,160211,Nam Hkike,16021120002,15,15,169,Naung Swam,16021120,332,2782
Swimawe,98.4275223,23.3014878,Kum Lone,1504,20,6.98,5.59,1.14,213,235,,0.0066,0.0114,235,DRD,Shan (North),15,Kum Lone,150416,Swimawe,15041615004,,30,213,Kanmain,,477,4413
Kunhing,98.423889,21.301111,,,19,6.05,5.46,1,9377,10348,,0.0066,0.0114,10348,DRD,Shan (South),16,,,,,,,,,,,
Ma Aing (Yay Pyan ),96.6814395,21.2399112,Taunggyi,1601,19,6.05,5.46,1,131,145,,0.0066,0.0114,145,DRD,Shan (South),16,Yarksaung,160107,Ma Aing (Yay Pyan ),16010707011,43,24,131,Ale Chaung,16010707,755,3516
Pang hsai (Kyu-hkok),98.0738766,24.0775515,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Pang hsai (Kyu-hkok),15021222001,,0,0,,,0,0
Pawkone,96.9230682,20.1791635,Taunggyi,1601,19,6.05,5.46,1,45,50,,0.0066,0.0114,50,DRD,Shan (South),16,Nyaungshwe,160105,Pawkone,16010535004,15,15,45,Inntan,16010535,324,2094
Nanthon,96.6799883,20.7448388,Taunggyi,1601,19,6.05,5.46,1,150,166,,0.0066,0.0114,166,DRD,Shan (South),16,Kalaw,160102,Nanthon,16010225007,33,33,150,,16010225,418,1841
Thapyaykoneout,96.9261916,20.3184197,Taunggyi,1601,19,6.05,5.46,1,387,427,,0.0066,0.0114,427,DRD,Shan (South),16,Nyaungshwe,160105,Thapyaykoneout,16010529013,59,47,387,Ponkmu,16010529,859,5179
Nam Hkoke,97.5411255,21.2882735,Taunggyi,1601,19,6.05,5.46,1,134,148,,0.0066,0.0114,148,DRD,Shan (South),16,Lae Char,160206,Nam Hkoke,16020619008,22,22,134,Pan Tan,16020619,472,2931
Loi Ngun Le,97.8749255,22.381322,Lashio,1501,20,6.98,5.59,1.14,230,254,,0.0066,0.0114,254,DRD,Shan (North),15,Mongyai,150104,Loi Ngun Le,15010412005,,35,230,Pan Lan,15010412,198,1034
Man Sawk,97.9422217,23.3051442,Lashio,1501,20,6.98,5.59,1.14,237,262,,0.0066,0.0114,262,DRD,Shan (North),15,Theinni,150102,Man Sawk,15010201007,42,30,237,Hkamtung,15010201,311,1963
Hwe_makhpung,98.3776768,20.3037695,Loi Lem,1602,19,6.05,5.46,1,611,674,,0.0066,0.0114,674,DRD,Shan (South),16,Maing Pan,160209,Hwe_makhpung,16020901002,81,44,611,Mongpan(east),16020901,226,1734
Pangkam,98.1337616,22.3801359,Lashio,1501,20,6.98,5.59,1.14,56,62,,0.0066,0.0114,62,DRD,Shan (North),15,Mongyai,150104,Pangkam,15010420007,,12,56,Na Wa,15010420,213,1004
Konhai,97.6825978,23.8791405,Muse,1502,20,6.98,5.59,1.14,246,271,,0.0066,0.0114,271,DRD,Shan (North),15,Namkham,150213,Konhai,15021307001,,18,246,Konhai,,283,1648
Na-wai,97.9490978,23.5472134,Mu Se,1502,20,6.98,5.59,1.14,105,116,,0.0066,0.0114,116,DRD,Shan (North),15,Kaut Khine,150215,Na-wai,15021508001,18,18,105,Naryine,15021508,109,717
Kawngwet,97.9824698,23.9254551,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Kawngwet,15021214005,,0,0,,,0,0
Kaung Kook,97.1216397,20.4013923,Taunggyi,1601,19,6.05,5.46,1,325,359,,0.0066,0.0114,359,DRD,Shan (South),16,KyaukTaLone,160111,Kaung Kook,16011107010,65,65,325,Kat Ku,16011107,1988,7553
Wam Mate,98.0568559,21.9990591,Taunggyi,1601,19,6.05,5.46,1,216,238,,0.0066,0.0114,238,DRD,Shan (South),16,KyiThe,160211,Wam Mate,16021122001,18,18,216,Kyaing Lin***,16021122,230,2787
Manpyaine,98.0060068,23.9055529,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Manpyaine,15021214003,,0,0,,,0,0
Kitesisone,98.5730952,23.5348374,Kum Lone,1504,20,6.98,5.59,1.14,427,471,,0.0066,0.0114,471,DRD,Shan (North),15,Kum Lone,150416,Kitesisone,15041610001,,51,427,Wawchone,,311,2582
Naung Taung,97.4258434,21.0221625,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,Pinlone,,Naung Taung,16021204001,0,0,0,,,0,0
Paingkaung,99.0169799,21.3506469,Mongsek,1702,20,5.44,5.2,1.14,154,170,,0.0066,0.0114,170,DRD,Shan (East),17,Mongpyin,170207,Paingkaung,17020701001,52,52,154,Mongpyin,17020701,488,2196
Ma Gyi Yae,96.94384,22.04956,Kyaukme,MMR015D003,,,,,,116,118,,,116,GAD+MIMU,Shan (North),MMR015,Nawnghkio,MMR015013,Ma Gyi Yae,209638,,,118,Taung Shey,MMR015013009,,
Nyaung Won,96.6628737,21.0810258,Taunggyi,1601,19,6.05,5.46,1,196,216,,0.0066,0.0114,216,DRD,Shan (South),16,PinTaYa,160106,Nyaung Won,16010602001,0,42,196,Nyaungwun,16010602,169,863
Hkummankau,96.917656,22.7801031,Kyaukme,1503,20,6.98,5.59,1.14,335,370,,0.0066,0.0114,370,DRD,Shan (North),15,Kyaukme,150306,Hkummankau,15030568003,,49,335,Konkauk,,315,2061
Myay Ne Kone,96.8116876,21.2354074,Taunggyi,1601,19,6.05,5.46,1,252,278,,0.0066,0.0114,278,DRD,Shan (South),16,Yarksaung,160107,Myay Ne Kone,16010708009,73,70,252,Hpaung Taw,16010708,641,2896
Na-sawk,97.7683259,22.8146645,Lashio,1501,20,6.98,5.59,1.14,121,134,,0.0066,0.0114,134,DRD,Shan (North),15,Lashio,150101,Na-sawk,15010128002,21,0,121,Man-kyeng,,133,874
Ma gyeng,97.13857,23.7665502,Banmaw,902,21,7.96,6.01,1.28,236,271,,0.0091,0.0144,271,DRD,Kachin,9,Mansi,90210,Ma gyeng,9021012002,47,35,236,NantLinPa,9021012,269,1815
Muk Lan,98.1947805,21.8321796,Loi Lem,1602,19,6.05,5.46,1,35,39,,0.0066,0.0114,39,DRD,Shan (South),16,Mai Shue,160208,Muk Lan,16020810013,5,5,35,Wam Saw,16020810,648,4463
Kawpantoke,99.6995578,21.4637157,kyaington,1701,20,5.44,5.2,1.14,93,103,,0.0066,0.0114,103,DRD,Shan (East),17,kyaington,170101,Kawpantoke,17010101003,15,15,93,Ta-ping,17010101,286,1519
Ho Nar,98.2517615,21.3905741,Taunggyi,1601,19,6.05,5.46,1,243,268,,0.0066,0.0114,268,DRD,Shan (South),16,KyiThe,160211,Ho Nar,16021130002,17,17,243,Mine Lin,16021130,130,1857
Loi Lem,98.1761597,21.2600237,Taunggyi,1601,19,6.05,5.46,1,38,42,,0.0066,0.0114,42,DRD,Shan (South),16,KyiThe,160211,Loi Lem,16021128005,8,8,38,Wam Sein,16021128,544,5582
Yabon,96.9587054,23.2028103,Kyaukme,1503,20,6.98,5.59,1.14,379,418,,0.0066,0.0114,418,DRD,Shan (North),15,Momeik,150310,Yabon,15031030001,,73,379,Yabon,15031030,109,539
Mongton,98.9,20.303611,,,20,5.44,5.2,1.14,3280,3620,,0.0066,0.0114,3620,DRD,Shan (East),17,,,,,,,,,,,
A-shang(ho nar),97.6189211,23.7533046,Muse,1502,20,6.98,5.59,1.14,192,212,,0.0066,0.0114,212,DRD,Shan (North),15,Namkham,150213,A-shang(ho nar),15021324005,,36,192,Kaungkut,,71,622
Panku,99.8314531,20.5494868,Tachileik,1704,20,5.44,5.2,1.14,142,157,,0.0066,0.0114,157,DRD,Shan (East),17,Tachileik,170413,Panku,17041301005,32,30,142,Haungleik,17041301,457,2682
Napi,96.5728911,23.1035803,Kyaukme,1503,20,6.98,5.59,1.14,510,563,,0.0066,0.0114,563,DRD,Shan (North),15,Momeik,150310,Napi,15031003002,,110,510,Padan,15031003,504,2487
Kongsong,97.014769,22.5848961,Kyaukme,1503,20,6.98,5.59,1.14,159,175,,0.0066,0.0114,175,DRD,Shan (North),15,Kyaukme,150306,Kongsong,15030507006,,23,159,Mankyaung,,412,3490
Man Kawng(panglong),98.7864977,23.251856,Kunlong,1504,20,6.98,5.59,1.14,41,45,,0.0066,0.0114,45,DRD,Shan (North),15,Ho Pan,150417,Man Kawng(panglong),15041711001,,9,41,Man Kawng(panglong),15041711,,
Shaukkhinsu,98.6217132,23.4097945,Kum Lone,1504,20,6.98,5.59,1.14,393,434,,0.0066,0.0114,434,DRD,Shan (North),15,Kum Lone,150416,Shaukkhinsu,15041602002,,56,393,Tonekyat,,159,1123
Longtawkno,97.2718903,22.9432834,Kyaukme,1503,20,6.98,5.59,1.14,1178,1300,,0.0066,0.0114,1300,DRD,Shan (North),15,Nam san,150309,Longtawkno,15030915001,,118,1178,Lonetauk,,149,1462
Panoal,99.7282568,21.1705605,kyaington,1701,20,5.44,5.2,1.14,105,116,,0.0066,0.0114,116,DRD,Shan (East),17,kyaington,170101,Panoal,17010121003,16,16,105,Loi mwe,17010121,830,4961
Loi Hkam,97.24956,23.3854,Kyaukme,MMR015D003,,,,,,656,668,,,656,MIMU+GAD,Shan (North),MMR015,Manton,MMR015019,Loi Hkam,211047,,80,668,Say Kaw,MMR015019025,,
Nam Naw,98.1053951,20.4068725,Taunggyi,1602,19,6.05,5.46,1,105,116,,0.0066,0.0114,116,DRD,Shan (South),16,Lin Kae,160205,Nam Naw,16020501003,24,20,105,Naung Lon,16020501,340,1700
Pangsaram,97.2186478,22.8952022,Kyaukme,1503,20,6.98,5.59,1.14,58,64,,0.0066,0.0114,64,DRD,Shan (North),15,Nam san,150309,Pangsaram,15030917004,,8,58,Taungma,,278,1785
Kyuti,97.9133367,22.8382907,Lashio,1501,20,6.98,5.59,1.14,185,204,,0.0066,0.0114,204,DRD,Shan (North),15,Lashio,150101,Kyuti,15010124008,25,0,185,Honarkonesar,,148,1208
Paw Kyoke,96.7676023,20.3004667,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Paw Kyoke,16011209032,37,37,,Nan Pu Lin,16011209,1095,4877
Sonsai,98.0211143,23.2432886,Lashio,1501,20,6.98,5.59,1.14,159,175,,0.0066,0.0114,175,DRD,Shan (North),15,Theinni,150102,Sonsai,15010211004,29,21,159,Paine sa,15010211,592,3569
Pankyu,99.3477132,21.3763725,kyaington,1701,20,5.44,5.2,1.14,77,85,,0.0066,0.0114,85,DRD,Shan (East),17,kyaington,170101,Pankyu,17010103021,20,20,77,Panmat,17010103,379,1823
Ton Mone,97.1742373,20.5702839,Taunggyi,1601,19,6.05,5.46,1,290,320,,0.0066,0.0114,320,DRD,Shan (South),16,KyaukTaLone,160111,Ton Mone,16011101011,96,96,290,Athone Taw,16011101,809,2578
Pan Law,97.8251329,21.9182974,Taunggyi,1601,19,6.05,5.46,1,171,189,,0.0066,0.0114,189,DRD,Shan (South),16,KyiThe,160211,Pan Law,16021107008,15,15,171,Mine Nin,16021107,213,2177
Pain-chit(west),97.2024866,19.8931179,Loikaw,1001,20,5.88,5.5,1.14,303,380,,0.0151,0.0157,380,DRD,Kayah,10,Loikaw,100101,Pain-chit(west),10010111009,,,303,Loi-lem-lay,10010111,899,4125
